ID	SENTIMENT	TEXT
242_ 22	positive	Solid, squeak-free, large screen.
132_ 104	negative	 No Memory Stick slots-- Although a rare feature, it would be nice to have extra storage, not that it needs it Built-in Lithium Battery-- A huge hassle to bring this back; draining the battery once you get it helps, but removable/replaceable ones are a lot more convenient
320_ 2	neutral	Then I disabled both Norton Antivirus and Norton Internet Security.
132_ 322	neutral	 The ipod itself is very pleasing to hold with its smooth surfaces.
58_ 6	neutral	Here's the catch for us- our daughter never drank formula, which is what gives baby waste a foul smell, and when she was eating solids we followed the American Pediatric Association recommendation to flush solid products instead of disposing of them.
36_ 5	positive	2- Excellent picture quality and so simple to use!!!
67_ 4	neutral	Diaper falls into bag inside the Champ.
132_ 223	positive	This is the best purchase I've made in a very long time.
70_ 5	positive	And best of all, no wasting money on special refill bags---this takes ordinary garbage bags!
242_ 13	neutral	I'm not sure that a phone w/ these and all of the above features exists just yet. ...I'm not sure I'd want to spend THAT much time w/ a device, anyhow.
203_ 2	neutral	Looks nice but the conrols are awkward and the entire front is touch sensitive.
315_ 2	positive	I work on word, explorer, netscape, acrobat reader, photoshop at same time (meaning using a lot of memory), but still dont see a problem with computer (getting slow or crashing).
132_ 36	neutral	At least Creative and iRiver's only charge toll fees like most companies.
221_ 4	positive	Actually, the Creative Zen Micro solves all that.
101_ 6	neutral	I never could get the panel bit to fit right.
212_ 9	neutral	e again.
0_ 197	neutral	Get the Ultra SD card which allows very quick turnaround on shots.
132_ 197	positive	  Apple has definately fulfilled its reputation in making quality equipment, and surprisingly wasn't as expensive as its reputation normally holds.
82_ 2	neutral	It is also to wipe clean if you do get the chute a bit dirty.
211_ 25	positive	It gives you the most bang for your buck, period.
166_ 74	neutral	Let's put it this way, it's a big badge of honor in the hacking world if they can beat AOL, Microsoft, Earthlink, or another popular sites that provides Internet security.
132_ 263	neutral	You can transfer music from one PC to the other.
213_ 5	positive	the program is called Gnomad and works great for me and seems to cover all the features the included windows sofware does.
311_ 14	positive	It's a highly rated, KICK ASS firewall program that's bundled with the venerable Norton AntiVirus, plus extras (like Norton AntiSpam & Norton Parental Control) that make this security suite a must-have for people who have broadband internet access.
132_ 291	neutral	First of all, no one does this and it will make you stand out and look "uncool."
154_ 9	positive	The documentation is much better than the documentation that came with the 11b router -- I needed a lot of help from Linksys technical assistance to set that one up.
267_ 12	positive	Very simple and painless.
132_ 123	neutral	Still not so sure about this one...
132_ 354	neutral	While they have released those "tattoos" for the players, I think those just look cheap and gaudy, especially since they leave the corners of the iPod exposed.
195_ 23	positive	Sound: This is where I love Zen the most.
132_ 511	neutral	  It's very fast and easy to create custom playlists for upload.
211_ 2	neutral	I've owned this player for nine months now and it's been on 5 cross country trips, one trans-atlantic honeymoon, and numerous roadtrips.
132_ 457	neutral	Does not come with the dock, remote control, or carrying case like the 3rd generation units - but you get $100 off the price, so you can still end up with the same accessories, and a new generation iPod for the same money.
30_ 2	positive	I give this product five stars for its usability,performance, expandability, and definitely looks!
103_ 0	neutral	I have a small fixed base, single speed router that I use freehand.
311_ 10	negative	No problems now, just a sickly disappointment in the way Norton has abandoned thier customers.
132_ 385	neutral	 Quite simply, BUY THE IPOD, whatever size you wish.
320_ 5	neutral	After that was complete, I deleted the Norton Antivirus and Norton Internet Security folders left in the "Programs" section of Windows XP.
307_ 11	negative	Next, the big reason not to buy ANY Norton product:  If there's a problem with it, Norton charges $30 to even tell them about it.
131_ 3	neutral	First, I must say that I am a professional woodworker, so, this router was used every day.
287_ 20	negative	First, it failed whenever connecting to get updates.
24_ 0	neutral	My last digital camera was the Canon Powershot A5 Zoom, which I liked  quite a bit.
195_ 19	neutral	Dont have to switch to another device for FM tuner.
132_ 413	neutral	  Mac has at least cornered the mp3 player market across the board.
198_ 5	neutral	I'm less than satisfied.
256_ 0	neutral	I bought this phone after having other phones that had less-than-consistant reception.
128_ 11	negative	I am seriously considering purchasing another wrench and just not using the "sliding wrench" which comes on the router.
243_ 8	neutral	Since I use my Palm PDA and T-Mobile offers unlimited Internet, I asked the sales representative if I could use this phone as a Bluetooth modem for my Palm, and he said yes.
298_ 23	positive	 I've used the Corporate edition at work without any problems ever.
74_ 3	positive	It works with a minimum of fuss.
187_ 6	positive	It feels tiny in the hand without it.
146_ 6	neutral	You won't regret it.
222_ 1	positive	This player is absolutely phenomenal, I haven't had any problems, and if you're worried you will have problems, I suggest buying it at a retail store that has a good return policy but anyways... I find the touch pad very easy to use, and I'm surprised so many people have had problems.
241_ 6	neutral	2) Camera phone.
0_ 21	neutral	I have showed the pictures I have taken to many of my colleagues, alot of whom have expensive dslrs.
17_ 4	positive	But it takes gorgeous pictures for a 2.1 MP camera.
268_ 13	positive	The phone can use any MIDI audio file as a ringtone.
132_ 44	neutral	It holds a ton of songs and looks cool in the palm of your hand.
270_ 8	negative	They really are awfully small.
0_ 153	positive	another thing i like about this camera is the way that you can swap colors around and the impressive video quality i would advise any person in the market for a camera to pay the little extra on the hefty $500 price tag and get a quality camera.
175_ 11	positive	So the pretty solid router all around good for the money  here's the link to firmware updates http://www.sveasoft.com/forum6.html
204_ 6	positive	It looks nice and sleek and the blue background light looks awesome against the black.
132_ 356	neutral	  While he's not the most careful guy in the world, it was really beat up consider the minimal amount he uses the thing, and talking to other people who have iPods confirmed that the player scratches very easily- and from personal experience, they look terrible scratched up.
132_ 54	neutral	iTunes is a great piece of software, and you can also buy songs from the iTunes Store at 99 cents per download.
132_ 383	positive	For looks, well iPod is head and shoulders better, both the iRiver and Creative Zen look positively ugly when next to a gleaming iPod.
320_ 9	positive	So far, the Anti-Spam feature seems to be very good.
5_ 2	neutral	I had a regular Canon Elph (APS), as well as a JVC digital camera.
152_ 0	neutral	Now that the 11g spec is final, and a new firmware has been released supporting it, the WRT54G is a serious contender for your wireless network.
166_ 73	neutral	Often they restrict you from sites you want to visit, and you can still be reached by clever hackers who con you into opening or using their files or programs.
0_ 79	neutral	totally love this feature...very useful since i love taking pics of my 7-month old baby =)
132_ 205	neutral	 This has been the case with all other competing music services and Napster.
67_ 8	neutral	Bag the diaper in this small clean-smelling bag and then chuck it in the Champ.
0_ 27	neutral	The quality, detail and clarity is much better than the Sony in my opinion.
111_ 7	neutral	I use custom side clamps set up for 1/4 and 1/2 inch bits in order to plough mortises easily (and with great accuracy).
80_ 0	neutral	My biggest concern was would this truly control the odor and yes it did.
237_ 2	neutral	Ha!
36_ 12	positive	5- Excelent software package.
215_ 6	positive	I think sound quality should be the first and foremost feature, and the Zen is leaps and bounds better in sound quality, with no need to upgrade the earphones.
132_ 60	neutral	It is best to protect the iPod in a case of some kind.
205_ 17	positive	So far it has been very durable (other than the little pads on the earbuds), but those aren't really necessary as I find them comfortable on their own.
151_ 7	neutral	Granted, I am a professional technologist with years of experience.
298_ 20	neutral	So, we're fed up.
132_ 59	negative	 The back of the iPod is in a chrome finish, and this surface is prone to scratches.
209_ 22	neutral	unboxed and charging up, visit the Creative website for necessary firmware and/or driver upgrades, especially if you're planning to use a service like Napster.
62_ 0	negative	My main complaints are that it should be deeper or wider as it doesn't even fit a smaller sized garbage bag.
243_ 39	negative	In short - Nokia themselves don't know that this phone doesn't work with the Palm, and if you don't heed my advice you will spend hours with technicians around the globe reading from scripts, chiding you in broken english for not following their directions exactly.
246_ 6	positive	The plusses are the features, look, good signal and battery life, memory size and robustness.
190_ 20	positive	However, if there was one thing I liked about the creative, it would be the car adapter.
137_ 0	negative	I had some issues when I had enabled WEP encryption and then moved on to WPA.
0_ 184	positive	Could be better to be a perfect camera (and some competitors do some of this better): purple fringing, details in high-light area, noise over ISO100, red-eyes, (few)processing artefacts, (few)loss of some details especially of the hairs of peoples in low light, automatic autofocus, whizing while video-playback, better video comression (smaler viedo-files), more manual controls, longer lasting battery, indicator for battery, better protection of the LCD, less weight.
132_ 147	neutral	 i called circuit city and complained that they had sent me an already opened box.
183_ 13	neutral	Read the next six mixed pros and cons: .
193_ 16	neutral	Upon logging in I received a notification that my player works with Napster but not Napster To Go.
272_ 1	positive	I can connect to my computer via bluetooth to transfer images, calender events, contacts and anything else.
79_ 13	neutral	You can save your bags from your shopping trip and insert them into the Champ.
182_ 2	neutral	i got 6000 mp3's you'll never register or gay up.
265_ 4	negative	I saw a few complaints on the load time of menus and I feel people are over-exaggerating the menu load time.
117_ 11	neutral	As I find it inheritly inaccurate by design.
221_ 14	neutral	)  Construction?
233_ 10	neutral	2. The looks are absolutely no nonsensical.
171_ 1	negative	Both of them keep disconnecting on me and interruptions are 3 or 4 times per day at best.
132_ 108	neutral	  A lot of people go for the iPod because of its reputation, but if you honestly shop around and check out the reviews on Cnet and things like that, you can find a better 20GB HD MP3 player.
250_ 10	neutral	All I need to do is to choose the contact and in option select "calling card call".
192_ 5	positive	- Looks sleek, compact, has a radio.
146_ 13	positive	Even though you could get a cheap router these days, I'm happy I spent a little extra for the Linksys.
265_ 3	positive	The interface is simple to use.
0_ 72	neutral	I can accept a little purple fringing on the ocassional difficult shot.
193_ 48	positive	What impressed me most was the sound.
246_ 4	negative	Secondly, in addition to the lag each time you give a command, it's just not that easily useable on the go.
298_ 28	negative	Our Norton Internet/AV 2004 was terrible right from the get go, so I'd think that if SytemWorks is ok now, it should remain ok.
208_ 16	positive	Overall, I am very pleased with it.
207_ 27	neutral	Those are minor complaints though.
204_ 0	positive	This product is amazing and better than the Ipod you can get at the same price.
0_ 137	neutral	So i figured i would "compromise" and get the camera that i could, and would, take everywhere.
51_ 2	neutral	You can take it anywhere withyou, unlike other bulky cameras, and capture every moment of yourlife.
220_ 16	positive	As I said, I don't regret the purchase at all.
46_ 1	neutral	An Olympus 2500 and an Olympus 620.
147_ 10	neutral	My mistake.
322_ 6	neutral	So when I reformatted for the third time, downloading SP2 took no time at all and the new XP was kind enough to even suggest other antivirus programs to try (it also listed Norton and McAffee).
137_ 2	positive	Even during the firmware updates my roommates did not loose wireless connectivity.
132_ 93	positive	 Pros: Large Hard Drive for the $$-- 20GB and 40GB are both affordable.
0_ 53	positive	Camera is a paper weight.
0_ 37	neutral	A few of my indoor shots could have benefited from a stronger flash, but even those shots were not all that bad.
56_ 0	positive	It's far better than all others on the market.
196_ 4	neutral	_  About the hype:  I must applaud Creative for their restraint.
133_ 2	positive	By no means do you have to be a tech junkie to be able to install it, just be able to put a CD in the computer and it tells you what to do.
96_ 2	positive	Also, it takes any kitchen sized trash bag, so there is no special bag to stock.
132_ 484	neutral	 After about 3-4 months, you see your battery draining faster than it should.
273_ 0	neutral	Hand set is good, but be aware of this T-MOBILE rebate.
143_ 6	neutral	I'd also recommend wireless products made by Belkin.
132_ 220	neutral	 In fact you may get a newer-better-cheaper device before you get to that point.
225_ 44	neutral	Why?
132_ 242	positive	(It sure does look nice, though!)  I recommend this to any music lover anywhere: the quality of the audio is excellent, the controls and indicators rapidly become intuitive, and the storage capacity and battery life are huge!
132_ 181	neutral	 PC users must have a processor of 500 MHZ or faster, Windows 2000 with Service Pack 4 or later or Windows XP, with the ports either built-in or expanded with a card.
211_ 13	neutral	It's doesn't have a scroll wheel, but it has a strip!
306_ 3	neutral	There was a Verisign problem that conflicted w/Word and Excel and was posted on the Symantec site that affected computers.
132_ 202	neutral	 This type of service is one that Microsoft is touting...  one where you pay a flat rate per month for unlimited music downloads.
233_ 32	positive	The handsfree provided by the phone is useful for those who talk on the phone while driving.
0_ 12	neutral	The camera was sitting on my home desk waiting for the new digital card and the weekend for the first round of serious shooting.
217_ 12	neutral	The iPod gets it right, the Carbon doesn't.
35_ 5	positive	The metal housing seems very rugged.
81_ 5	neutral	This eventually ruined the foam pad that is applied to the flip top to keep odors in.
132_ 326	neutral	  I have almost dropped the ipod several times, just because it is so smooth.
132_ 266	neutral	 If you plug your iPod into a PC and try to upload music/etc. it won't work.
132_ 95	positive	Decent Battery-- On the average size, but the 40GB comes with a dock.
134_ 5	neutral	After asking for a password (Is it asking me to set a password or am I supposed to know from page 20 of the manual that the factory set password is "admin"?) it refused to go past step 8.
0_ 49	negative	After 57 pictures total the LCD went black except for the icons showing the settings.
23_ 0	neutral	Good quality and fun!
174_ 1	neutral	And provides near zero-statistics.
189_ 25	neutral	3.
225_ 2	neutral	Not because I wanted to go against the grain, but the idea of having to shell out another 100 bucks (after a year) in order to have Apple replace the non-removable battery just turned me off.
302_ 0	positive	I've been using NIS 2004 for about 2 months and it works well.
209_ 21	neutral	To minimize any frustration (and the odds that you may return a usable unit), keep the following in mind:  1. While your unit is!
312_ 4	negative	To install that version you have to uninstall from the window registery anything called Symantec or Nortron,... also from the common files in the program folder the symantec folder has to be deleted.
0_ 212	neutral	Flash works well for a compact, red eye is a minor problem.
255_ 13	positive	If I had to do it over, I wouldn't buy anything else.
129_ 2	neutral	Most of the time I use it mounted in a table, but obviously I also used it for hand held work.
94_ 2	positive	I am soooo pleased with this product!!!
174_ 13	neutral	MAC filtering stops visitors from using your network but they can still spy on your traffic.
287_ 18	neutral	To say that it is "buggy" would be the world's most profound understatement.
188_ 9	positive	the sound is quite good, in terms of volume.
149_ 1	negative	The installation software CD crashed repeatedly.
324_ 3	negative	Multiple users on one machine never seemed to behave like you'd expect.
190_ 7	neutral	The first was an ipod 5gb (I could kick myself for not buying it), and the other was a creative 5gb.
225_ 37	neutral	It's smaller, in most cases than the palm of your hand, and is ergonomically curved.
176_ 0	positive	Absolutely no problems with this router.
15_ 1	neutral	I have 2 batteries and a 128 mb card.
0_ 116	neutral	As much as I am happy about this great little camera, it is overshadowed by the fact that the LCD is easily spoilt.
31_ 0	neutral	I've had this camera for three years.
220_ 14	negative	Still, that's enough time that I'm still satisfied, if a bit grouchy with Creative's overhyped promises.
111_ 10	negative	1. Your Hitachi might come to you with a stiff spring mechanism.
211_ 8	neutral	So starting out i knew i wanted a windows friendly player.
66_ 8	neutral	I haven't noticed any seepage of smells.
5_ 15	neutral	I have found it gets less warm with the LCD off.
143_ 7	neutral	i've had their wireless card for my laptop since 2000 and it has rarely given me problems.
290_ 10	positive	The best part of the firewall is the visual backtracking.
153_ 0	positive	Setup in XP was instant and intuitive.
132_ 309	neutral	 Think about it for a minute - the 20 GB holds 5,000 songs: more than you're ever likely to need at any one time.
220_ 2	positive	On the whole, I'm quite happy with the purchase.
138_ 19	neutral	But if you did not know what to do, you might have to call Linksys.
225_ 59	neutral	You can't see it by looking into the jacks where the prongs are.
193_ 5	neutral	The player I first purchased was the Creative Nomad Jukebox Zen Xtra 40 GB MP3 Player.
132_ 523	neutral	Sales of Apple's mini-phenomenon currently stand at around 20 million worldwide, and this number is set to triple over the next couple of years.
113_ 2	positive	What an upgrade!!!
91_ 1	negative	That's when it went from Oderless, to ODEROUS!
54_ 5	neutral	As she entered into toddlerhood we started having some bad diapers just becasue of her cutting teeth and diet changes.
208_ 5	neutral	The removable disk isn't really explained in the product literature but basically it allows you to partition a portion of the drive for data.
79_ 21	neutral	If you have only one child the Champ may last you until the child is out of diapers.
132_ 106	negative	No inbox accessories-- An arm strap, belt strap, case, or anything would be nice, but nope... Moveable parts-- This makes me almost want to keep my 3rd gen over a 4th; with moveable parts, its easy to damage an iPod at a gym, so this is for more casual listeners; note the iPod Mini doesn't have moveable parts and is made of titanium.
88_ 4	neutral	For the first 9 months or so, we only needed to empty this once a week.
274_ 13	negative	4) Buttons are quite small and is really a pain exp if one is fond of text messaging.
251_ 2	neutral	the difference is : until recently there have been no GSM networks in a wide scale , so most cell network companies supplied consumers with cells , we in the middle east (for example) have stopped using years ago ....
132_ 449	neutral	I hope you enjoy your I-Pod!
298_ 30	neutral	WRONG - SEE MY UPDATE ABOVE.
297_ 3	neutral	It included popup and ad blockers, referrer blockers, firewall,  intrusion detection, and all the same things that the 2004 version includes that are really needed.
32_ 7	positive	Second, it is  incredibly easy to use.
132_ 9	negative	  DURABILITY: Not good. First problem, if you haven't seen the news recently, the iPods are being recalled for battery problems and not lasting the advertised 18 months.
309_ 1	negative	When I purchase software, I NEVER want to have to spend hours looking up solutions to my install problems -- in particular solutions that involve manually setting driver preferences or editing the registry!
276_ 1	positive	It is a multifunction phone, reception quality is better than the 610.
65_ 3	positive	It also holds a lot more diapers.
3_ 10	negative	Not only is it inconvenient, but also the battery life span is short.
273_ 4	negative	Dont rely on T-Mobile rebates.
131_ 15	negative	Well, my second one is now beginning to hicup a bit after about 1 1/2 years.
48_ 0	neutral	Positives:
135_ 17	neutral	The router comes with a TON of options for setup, but sadly enough, I had no idea what most of it meant.
138_ 14	neutral	If I did not know what to do, I'd have no idea how to connect wirelessly.
232_ 5	positive	I have set up it's PDA features with avantgo.com where you can download info from sites like weather,mapquest maps/directions into it, which is great.
132_ 130	neutral	But enought of the negativity.
189_ 34	positive	I have no problem using iTunes with the Zen Micro (in a makeshift sorta way).
275_ 10	positive	if you are looking for a phone to integrate as easily as the sonyericsson phones with iSync, i say stick with a sonyericsson.
146_ 0	neutral	I used to own a $20 after rebate cheapo wireless router that I thought would be adequate enough for a home wireless networking.
225_ 66	neutral	Do your research; check !
0_ 120	neutral	I would not deny that some cameras are not treated with care.
217_ 3	neutral	The latest craze for MP3 manufacturers is the 5Gb microdrive, a 25% boost from the 4Gb ones supplied by Hitachi.
132_ 503	neutral	A lot of this has to do with being so excited when you first get it that you get beside yourself and have to force yourself to slow down.  ;)  I love the shuffle function, which virtually eliminates the need to touch it at all.
25_ 5	neutral	I'd suggest that you not only buy this camera, but the case for it and an extra battery pack.
101_ 2	negative	The adjustment knob seemed ok, but when lowering the router, I have to practically pull it down while turning the knob.
322_ 9	negative	And I can't warn you enough to STAY AWAY FROM NORTON!!
174_ 10	neutral	When your laptop come home it must have a profile with the SID.
191_ 5	positive	It's being used daily and I have had none of the problems reported by other reviewers (headphone jack, player locking up, etc).
298_ 24	neutral	Unfortunately, you can't buy the corporate edition over the counter.
299_ 11	negative	After a recent update, I can no longer open more then 1 browser window.
89_ 10	neutral	For those who complain that the pail gets stuck, that is probably a good indication that the BAG IS GETTING TOO FULL!!
215_ 14	positive	This is really a no brainer.
233_ 37	negative	You can upgrade but then there's a certain level of trouble involved.
193_ 42	neutral	I sync the player with Napster software and it downloaded the library I had already created.
0_ 193	positive	Good color and very little needed to correct photos on Paintshop Pro.
132_ 11	neutral	iRiver's battery lasts four to five years.
94_ 1	neutral	I used it in conjunction with Glad 3ply kitchen trash bags with odor control (scented).
287_ 11	negative	The biggest problem is the installation.
195_ 33	negative	I dont use the belt clip cuz it fails to hold the player securely (design problem).
242_ 18	neutral	Few will look at the phone and know it's 'all that'.
136_ 30	positive	Installation was as near automatic as can be.
137_ 1	neutral	Ironically, the latest firmware update addresses this very specific issue.... so now I have no problems what so ever.
241_ 17	negative	My biggest concern is that I have found Nokia phones lower quality construction to lead to lower prices, but they also don't last as long.
136_ 2	positive	Another 5 star performance.
319_ 0	neutral	I bought this product after reading the Editor's Choice article at PC Magazine and had a great experience with Amazon (as usual).
214_ 7	neutral	I have a lot of songs that I need to download.
160_ 1	positive	This router acts as a wireless access point, 100 MB switch and a router making it a nice multipurpose device.
39_ 4	positive	The optical and digital zooms combine to give an effective 4x zoom.
118_ 0	positive	I'm not overly fond of GREEN but when I used this Hitachi M12V it turns out that now I'm very fond of it.
199_ 6	neutral	After reading the reviews, I was all ready for the unit to lock up on me after the initial charge...but it never happened.
40_ 2	positive	because, unless it's small, I won't cary it around.
166_ 26	neutral	Now to get you, they have to trick you into accessing them by sending E-mails, or otherwise enticing you into downloading their mal-ware.
42_ 0	neutral	I was a little skeptical about what people had said about this camera, because it's just so small.
311_ 12	neutral	A security software suite with lots of value
252_ 4	positive	3 band and you can just change the SIM card in it to be able to use it in Europe with another service provider.
227_ 1	neutral	However, if you are considering purchasing one to use with subscription music services like Napster-to-go, or Yahoo Music Unlimited, there are a few things to keep in mind:  1.
5_ 12	negative	4) The camera gets really hot when you are busy snapping away.
210_ 6	neutral	Now I have to wait another few days for them to get back to me again, probably with more worthless suggestions?
89_ 14	neutral	All I do is wipe it down with some antibacterial wipes (takes about 10 seconds!!) and then maybe spray some Lysol in it and let it air out for a minute or two.
256_ 4	negative	DOWNSIDE: It takes a long time to start up.
224_ 13	neutral	This time I'm going to get something a little more reliable - an iPod mini.
155_ 0	neutral	I have been using my router for some months now... I still cant wirelessly access the internet through my laptop but that's a laptop problem.
122_ 1	negative	I was some what sceptical when I seen the price deference between the other makers of comparible HP.
11_ 1	positive	This camera is great if you're used to a high-end SLR.
268_ 25	positive	I really dislike holding a phone to my ear, and I've found the Freespeak to be very comfortable and easy to use with this phone.
243_ 7	neutral	In July of 2004, I purchased a Nokia 6600 from T-Mobile.
243_ 16	neutral	The older security method is called Unit Key.
166_ 30	neutral	Windows security and most routers are not compatible on all levels.
132_ 133	positive	Other than the fact that one can't delete a file directly from the iPod, the interface is excellent and mind-numbingly simple to use.
195_ 2	neutral	If you have a huge CD collection, 5GB can hold only a part of your CD collection.
221_ 25	neutral	A bargain $200.
0_ 58	positive	Powerup is quick, and you can even set your favorite image to display for a second or so as it turns on.
93_ 4	neutral	I couldn't picture myself yelling to hubby, "Honey, I know you have sixty other things to get...can you also pick up refills for the diaper pail?"
234_ 5	negative	When you dial a number, you'll need to check the screen to see that the number entered is correct.
233_ 22	positive	This isn't the most rugged phone ever but then your not gonna play aeroplane with this,are you.
211_ 12	neutral	When it's being used or charged it emits a low pulsating blue light.
193_ 31	positive	A distinct IPod relation is evident with white colored cables, power plug and the very nice Zen case with a white rubber inside covering.
242_ 11	positive	The 6600 has more ameneties than most - World phone, Camera (VGA/zoom/night mode/timer), Video (w/ audio & zoom), Speaker (good sound), Bluetooth, infrared, Modem for computers, electronic wallet, Internet access, Calendar, calculator, converter and more.
256_ 1	positive	UPSIDE: This one, like most Nokias, receives a consistently strong signal (I've tried some Samsung and Sony Ericsson models which were very weak on the reception front).
207_ 23	negative	Yes, there is a belt clip, but that doesn't hold the extra battery and usb cable.
215_ 2	neutral	Its $4.99 a month ($60 annually) to download as much music as you like.
220_ 10	negative	It seems like you need to park yourself right next to a radio tower for the Micro to pull in a strong sound.
183_ 42	neutral	6.
201_ 31	positive	You don't need to cough up an extra couple bucks for a "special edition" to get black! - Sound: Awesome! - Batteries: removable/replaceable.
107_ 4	positive	The edge guide is top quality, easy to install and accurate.
0_ 23	neutral	These are some shaky ones I took just after delivery:
174_ 5	neutral	Very easy for visitors to be invisible on all home-marketed boxes.
255_ 7	neutral	I've been on the phone, while browsing the net over a GPRS connection, while sending a text message.
125_ 5	neutral	As much as I like my other routers, I know their limitations because I've pushed them all to them.
155_ 2	neutral	If you want "the newest gadget" get the one with speedbooster.
317_ 1	negative	I'm currently using a Sony Vaio S-150 (which I bought at the end of this past August), and it takes about five minutes just to boot the system - in fact, I've taken to just hibernating, rather than shutting down completely.
152_ 3	neutral	Then this is the way to go.
228_ 5	neutral	Apple never was involved with a lot of audio products until the Ipod.
223_ 9	neutral	This appears to prevent the lockup issue.
132_ 342	neutral	Basically, this is a disposable device, the idea being that when the battery goes out, you will buy the latest model of ipod.
132_ 15	neutral	Yeah, pretty weak.
169_ 13	positive	In a week of use i've never had to reboot the router.
53_ 1	positive	It contains the smell from our baby's diapers and we can use just about any kind of bag inside.
214_ 21	neutral	I feel like it's just me and the music and I am transported into a different world.
25_ 7	negative	I've often struggled to get something to work the way I want it, and hate to have to carry the manual with me all the time!
188_ 12	neutral	you just get used to it after a while.
324_ 8	negative	I had tried to uninstall Norton Internet Security a few weeks ago, and it wouldn't let me do that either.
119_ 8	positive	Enjoy.
132_ 101	positive	Hold Button-- suprisingly not all MP3s have this; this allows you  to have all the buttons unusable, so that you don't accidently hit something in your pocket.
132_ 506	neutral	I love that it allows you to stop and turn it off in the middle of a song if need be, and when you power it back on it will continue right where you left off!
3_ 24	neutral	These are all the flaws I found in the camera,
0_ 132	positive	I tell you now, after lot of shooting in many different situations, this camera is amazing.
132_ 226	neutral	 I have less than 3 GB worth of music, and I don't have any more music in my collection.
132_ 48	neutral	buy it.
0_ 179	positive	Placement of the buttons and software user interface is near perfect.
178_ 6	neutral	Quite frankly though, I've never seen a worse setup process for a piece of hardware.
274_ 2	neutral	So on the whole, let me summarize the good and bad things about this phone, instead of writing a long review.
54_ 10	neutral	There is also no trick to it.
222_ 9	positive	t simply the best player on the market for a really low price, so why look anywhere else?
255_ 3	neutral	Over the past three days, I've only had to turn the phone off twice, so I rarely have to deal with the delay in initially booting the phone.
132_ 185	negative	 Its steel backing picks up fingerprints and scratches easily, not great from a cosmetic standpoint.
249_ 0	negative	At first glance, I thought this phone was a little too big for me, maybe a little too complicated.
248_ 8	negative	If you find a better phone, then I suggest you go for it.
242_ 20	neutral	Less Benz/obvious; more Audi/understated.
191_ 19	neutral	- The FM Radio.
319_ 6	negative	It feels like I'm back to the days of 56k dial-up internet service, even though I'm running a Dell 2GHz Pentium 4 with 256MB memory and have had excellent broadband service for the past year.
109_ 2	negative	The only problem i find with it is that the plunge mechanism will eventually stick due to wood dust.
263_ 9	positive	The speed is the same as dail up, where i live we do not have wifi everywhere so this is my version of it until we catch up.
193_ 22	neutral	Actually only three players are on the list for Napster To Go.
250_ 0	positive	I do not need to repeat what's great about this phone.
242_ 30	neutral	RECEPTION: This really depends on locale & carrier.
163_ 5	neutral	There may be many theories as to why they've done this, but a logical argument is that with a faster processor and more memory, they Linksys device may compete a little to close to the Enterprise-Class Cisco devices.
199_ 10	neutral	A few reviewers have also complained about the printed manual which is probably one of the biggest wastes of paper ever included with an electronic device.
146_ 11	positive	drops and strong signals even from the backyard.
132_ 0	neutral	Don't get this...keep browsing.
214_ 8	neutral	I was going to purchase a pink one and then decided that I'd get a purple one because that's my favorite color....however Circuit City had it for $10 cheaper ($219.00) in black and I could !
0_ 112	positive	I take a lot of pictures and this camera is my first choice.
270_ 0	positive	Have had the Nokia 6600 for a year now and am generally very happy with it and with T-Mobile.
221_ 28	positive	In conclusion, this player is beautiful.
0_ 204	neutral	Check this one out for yourself for sure!
0_ 222	neutral	An A++!!!
195_ 18	positive	FM tuner & Microphone : Having a tuner in the player is a blessing.
31_ 1	neutral	price[-1][u]I bought it new, when it was cutting edge and very expensive.
109_ 1	neutral	I use it primarily in a router table and have been making my own moldings and trim.
144_ 0	positive	I upgraded from an older 801.11b router to the Linksys WRT54G for its improved security, and of course, speed.
33_ 2	neutral	Before you give up on digital cameras, though, ask yourself a few questions:
183_ 41	neutral	I have gone through two of them in two years. .
192_ 2	positive	The Micro seeemed like an iPod for less.
132_ 53	positive	The software with the iPod includes iTunes, which allows you to play the music on your computer, rip CDs onto your computer, and move your music from the computer to the iPod.
323_ 5	negative	It was immediately noticeable that NIS slows down my computer (Pent4, 256 RAM).
196_ 12	positive	Battery life is exceptional, lasting longer than the 8-10 hours that seem reasonable with most music players on the market.
136_ 8	neutral	Shutting off what they t!
205_ 7	positive	One of my favorite features about the player is its ability to sync to Windows Media Player.
250_ 1	neutral	A few things that I want to suggest for improvements:
83_ 9	neutral	I am very pleased with our choice.
97_ 0	negative	Gets stinky after a few months, the seal on the piston doesn't seal anymore.
239_ 0	neutral	Sure, it is a relatively bulky, but it is really packed with many great features.
283_ 5	negative	So far I haven't had so much complaints except that I still haven't mastered how to scandisk when using Internet Security.
225_ 21	neutral	and labels it before you burn the CD into the Zen.
66_ 3	neutral	Now for our third child I saw the Diaper Champ and figured why not register for it and try it out.
132_ 78	neutral	I'd never had an MP3 player before, so this was a new one on me.
135_ 9	neutral	(Didn't find that out until I talked to someone in technical support an hour later.
171_ 3	neutral	Both routes take me a few minutes of precious time when i would be online doing something important.
132_ 88	neutral	Now, I can back up what little I  keep on my computer quickly and without a fuss.
194_ 9	neutral	The radio and voice recording are nice.
214_ 9	neutral	pick it up from the store.
146_ 12	positive	The WRT54G offers excellent security features and much more (and easier) configuration menu that I didn't even need a manual to setup correctly.
